time,x,y,z,yaw
163645078.304857999086380,-25890.790619999999763,-93222.762199999997392,1.500840000000000,1.971290000000000
163645078.403858006000519,-25891.243969999999536,-93221.688479999997071,1.496890000000000,1.969500000000000
163645078.504857987165451,-25891.699199999999109,-93220.604709999999614,1.492990000000000,1.967590000000000
163645078.603857994079590,-25892.156139999999141,-93219.510810000007041,1.490870000000000,1.965560000000000
163645078.704858005046844,-25892.614649999999529,-93218.406730000002426,1.489740000000000,1.963480000000000
163645078.804856985807419,-25893.074779999999009,-93217.292499999995925,1.483140000000000,1.961610000000000
163645078.903856992721558,-25893.536879999999655,-93216.168269999994664,1.468340000000000,1.960160000000000
163645079.003856986761093,-25894.001280000000406,-93215.034169999998994,1.454550000000000,1.958850000000000
163645079.104856997728348,-25894.467710000000807,-93213.890100000004168,1.450560000000000,1.957040000000000
163645079.204856991767883,-25894.935399999998481,-93212.735750000007101,1.452170000000000,1.954630000000000
163645079.304856985807419,-25895.404009999998379,-93211.570980000004056,1.450130000000000,1.952280000000000
163645079.404857009649277,-25895.873930000001565,-93210.395969999997760,1.441610000000000,1.950470000000000
163645079.503856986761093,-25896.345779999999650,-93209.210949999993318,1.429290000000000,1.949180000000000
163645079.602856993675232,-25896.819869999999355,-93208.016069999997853,1.415940000000000,1.947920000000000
163645079.702856987714767,-25897.295979999998963,-93206.811230000006617,1.402340000000000,1.946470000000000
163645079.801856011152267,-25897.774119999998220,-93205.596439999993891,1.387350000000000,1.945280000000000
163645079.901856005191803,-25898.254890000000159,-93204.371939999997267,1.369660000000000,1.944740000000000
163645080.001855999231339,-25898.739010000001144,-93203.138009999995120,1.350490000000000,1.944670000000000
163645080.099855989217758,-25899.226829999999609,-93201.894790000005742,1.331540000000000,1.944770000000000
163645080.199856013059616,-25899.718440000000555,-93200.642319999999017,1.311460000000000,1.944880000000000
163645080.299856007099152,-25900.213739999999234,-93199.380550000001676,1.287690000000000,1.944790000000000
163645080.399856001138687,-25900.712360000001354,-93198.109349999998813,1.258960000000000,1.944400000000000
163645080.505856007337570,-25901.214070000001811,-93196.828609999996843,1.226180000000000,1.943980000000000
163645080.605856001377106,-25901.719140000001062,-93195.538440000003902,1.192400000000000,1.944000000000000
163645080.707855999469757,-25902.228289999999106,-93194.239140000005136,1.159520000000000,1.944560000000000
163645080.806854993104935,-25902.742139999998471,-93192.930949999994482,1.125280000000000,1.945550000000000
163645080.906854987144470,-25903.261220000000321,-93191.614060000007157,1.086560000000000,1.946880000000000
163645081.005854994058609,-25903.785629999998491,-93190.288520000001881,1.044180000000000,1.947980000000000
163645081.105854988098145,-25904.315060000000813,-93188.954219999999623,0.999930000000000,1.948990000000000
163645081.205855011940002,-25904.849770000000717,-93187.611250000001746,0.953320000000000,1.950350000000000
163645081.307855010032654,-25905.390200000001641,-93186.259799999999814,0.902960000000000,1.951920000000000
