time,x,y,z,yaw,time,x,y,z,error_x,error_y,error_z,error_longitudinal,error_lateral,new_error_x,new_error_y,new_longitudinal_error,new_error_lateral
163645085.806851,-25935.34029,-93119.83264,-3.18312,2.01282,163645085.80685,-25935.2714844,-93119.84375,-3.24865293503,0.068805599999905,-0.011110000006738,-0.06553293503,-0.050865545879896,-0.047648073768379,0.068805599999905,-0.011110000006738,-0.039475132035433,-0.091625483806148
163645085.906851,-25936.05225,-93118.32533,-3.28,2.01148,163645085.90685,-25935.9941406,-93118.3203125,-3.34680318832,0.058109400000831,0.005017500006943,-0.06680318832,-0.027709111226265,-0.051323316629254,0.058109400000831,0.005017500006943,-0.020248895490884,-0.077344667152564
163645086.006851,-25936.76228,-93116.81711,-3.37579,2.0102,163645086.00685,-25936.6992188,-93116.8125,-3.44011497498,0.063061199998629,0.004610000003595,-0.06432497498,-0.026638125293633,-0.057344374843056,0.063061199998629,0.004610000003595,-0.022654150393429,-0.083896958685403
163645086.10585,-25937.47018,-93115.30788,-3.46811,2.00865,163645086.10585,-25937.4296875,-93115.25,-3.53552365303,0.040492500000255,0.05787999999302,-0.06741365303,0.036396744975481,-0.060539358360099,0.040492500000255,0.05787999999302,0.03525113777104,-0.053841272798426
163645086.20685,-25938.17561,-93113.7975,-3.55471,2.00701,163645086.20685,-25938.1523438,-93113.71875,-3.62619161606,0.023266199998034,0.078750000000582,-0.07148161606,0.067195061313667,-0.047198541264458,0.023266199998034,0.078750000000582,0.061545466948173,-0.03091772388903
163645086.30685,-25938.87862,-93112.286,-3.63411,2.00542,163645086.30685,-25938.84375,-93112.2265625,-3.70365476608,0.034869999999501,0.059437499992782,-0.06954476608,0.049733729526612,-0.047699994263427,0.034869999999501,0.059437499992782,0.039228831152168,-0.046310765338776
163645086.40785,-25939.57901,-93110.77327,-3.70946,2.00354,163645086.40785,-25939.5488281,-93110.703125,-3.77710771561,0.03018190000148,0.070145000005141,-0.06764771561,0.065786204966847,-0.038774261430497,0.03018190000148,0.070145000005141,0.051021757570221,-0.040056865590311
163645086.50585,-25940.27648,-93109.25919,-3.78444,2.00163,163645086.50585,-25940.2734375,-93109.140625,-3.85385775566,0.003042500000447,0.118564999997034,-0.06941775566,0.118497059773002,-0.005036154852943,0.003042500000447,0.118564999997034,0.106459646767848,-0.004035104483024
163645086.60685,-25940.97108,-93107.74379,-3.85989,1.99969,163645086.606849,-25940.9648438,-93107.625,-3.929489851,0.006236199998966,0.118789999993169,-0.069599851,0.118849252425127,0.004980912245027,0.006236199998966,0.118789999993169,0.105437343798479,-0.008264781747152
163645086.70685,-25941.66241,-93106.22691,-3.93466,1.99732,163645086.706849,-25941.6640625,-93106.078125,-4.00426721573,-0.001652499999182,0.148784999997588,-0.06960721573,0.144485761067559,0.035546755537709,-0.001652499999182,0.148784999997588,0.136138920744645,0.002188104764947
163645086.80585,-25942.34998,-93104.70831,-4.00707,1.99487,163645086.805849,-25942.3378906,-93104.6015625,-4.07681798935,0.01208939999924,0.106747500001802,-0.069747989350001,0.1038816439158,0.027382227928482,0.012089399999241,0.106747500001802,0.092317330721852,-0.015993030642466
163645086.90685,-25943.03434,-93103.18826,-4.07902,1.99312,163645086.906849,-25943.0390625,-93103.0546875,-4.15165138245,-0.004722500001662,0.133572499995353,-0.07263138245,0.116900536267135,0.064793359086642,-0.004722500001662,0.133572499995353,0.123772346461687,0.006243239663046
163645087.00585,-25943.71665,-93101.6673,-4.15293,1.99202,163645087.005849,-25943.7167969,-93101.5390625,-4.22618722916,-0.00014690000171,0.128237500000978,-0.07325722916,0.110322779629968,0.065374018392851,-0.00014690000171,0.128237500000978,0.117088233342144,0.000194123469486
163645087.10585,-25944.39734,-93100.14562,-4.22286,1.99088,163645087.105849,-25944.4179688,-93099.9765625,-4.29643821716,-0.02062880000085,0.169057499995688,-0.073578217160001,0.127981299930417,0.112368912793476,-0.02062880000085,0.169057499995688,0.162771949840804,0.027248410108019
163645087.206849,-25945.07599,-93098.623,-4.28172,1.98939,163645087.206849,-25945.0664062,-93098.53125,-4.35064840317,0.009583800001565,0.091750000006869,-0.06892840317,0.077142621070435,0.050585845234746,0.009583800001565,0.091750000006869,0.07993285674798,-0.012651933108072
163645087.307849,-25945.75235,-93097.09938,-4.33463,1.98797,163645087.307849,-25945.7753906,-93096.9453125,-4.40560483932,-0.023040600000968,0.154067499999655,-0.07097483932,0.09508135677087,0.123398538885835,-0.023040600000968,0.154067499999655,0.150189872950044,0.03040013390109
163645087.406849,-25946.42691,-93095.57497,-4.3897,1.98701,163645087.406849,-25946.4179688,-93095.484375,-4.46025657654,0.008941199997935,0.090595000001485,-0.07055657654,0.068292309781019,0.060196009065764,0.008941199997935,0.090595000001486,0.079245640466428,-0.011792786433943
163645087.505849,-25947.1004,-93094.05008,-4.44625,1.98652,163645087.505849,-25947.1210938,-93093.8984375,-4.51581335068,-0.020693800001027,0.151642500000889,-0.06956335068,0.084672396653178,0.127492220978415,-0.020693800001027,0.151642500000889,0.147083478355462,0.027288425130163
163645087.605849,-25947.77364,-93092.52507,-4.50055,1.98665,163645087.605849,-25947.78125,-93092.421875,-4.57274150848,-0.007610000000568,0.103195000003325,-0.07219150848,0.063091475439162,0.082015765878302,-0.007610000000568,0.103195000003325,0.097474094613633,0.010035632619761
163645087.705849,-25948.44753,-93091.00035,-4.55104,1.98725,163645087.705848,-25948.4570312,-93090.8984375,-4.62232398987,-0.00950119999834,0.101912500002072,-0.07128398987,0.063620182908882,0.080180438915743,-0.00950119999834,0.101912500002072,0.097045385299179,0.012532548654899
163645087.805849,-25949.12251,-93089.47612,-4.59855,1.98803,163645087.805848,-25949.125,-93089.3828125,-4.66742277145,-0.002489999998943,0.093307500006631,-0.06887277145,0.065758205368269,0.066244607963416,-0.002489999998943,0.093307500006631,0.086312001067932,0.003285421627934
163645087.906849,-25949.79869,-93087.95242,-4.64556,1.98879,163645087.906848,-25949.8066406,-93087.8515625,-4.71701812744,-0.007950600000186,0.100857500001439,-0.071458127440001,0.070665432518837,0.072400580065555,-0.007950600000186,0.100857500001439,0.095401562589443,0.010493463308138
163645088.006849,-25950.47588,-93086.42917,-4.69225,1.98937,163645088.006848,-25950.4882812,-93086.328125,-4.76163387299,-0.012401199997839,0.101045000003069,-0.06938387299,0.070359152055229,0.07357629719601,-0.012401199997839,0.101045000003069,0.097362308768615,0.016371162502262
163645088.106849,-25951.15389,-93084.90627,-4.73766,1.98991,163645088.106848,-25951.1328125,-93084.875,-4.80633211136,0.021077500001411,0.031270000006771,-0.06867211136,0.037638890467307,0.002321170205519,0.021077500001411,0.031270000006771,0.019986071556319,-0.027830751835682
163645088.205848,-25951.83291,-93083.38384,-4.78122,1.99072,163645088.205848,-25951.8476562,-93083.2890625,-4.85261058807,-0.014746199998626,0.094777499994962,-0.07139058807,0.069350800622309,0.066262292238793,-0.014746199998626,0.094777499994962,0.092555126014161,0.019476940503526
163645088.306848,-25952.5134,-93081.86206,-4.82215,1.99177,163645088.306848,-25952.515625,-93081.796875,-4.89316320419,-0.00222500000018,0.065184999999474,-0.071013204190001,0.054476460155507,0.035865723732523,-0.00222500000018,0.065184999999474,0.060403038976409,0.002939983262424
163645088.406848,-25953.1954,-93080.34094,-4.86111,1.99263,163645088.406848,-25953.1992188,-93080.28125,-4.93301773071,-0.003818799999863,0.059689999994589,-0.07190773071,0.05058903503657,0.0319096986332,-0.003818799999863,0.059689999994589,0.056021103900242,0.005047589709264
163645088.503848,-25953.87835,-93078.82027,-4.90137,1.9931,163645088.503848,-25953.8925781,-93078.7421875,-4.97338199615,-0.014228100000764,0.078082499996526,-0.07201199615,0.063080104367334,0.048168621200378,-0.014228100000764,0.078082499996526,0.077054300813281,0.018809690470985
163645088.603848,-25954.56184,-93077.29984,-4.94485,1.99338,163645088.603848,-25954.5800781,-93077.21875,-5.0160651207,-0.018238100001327,0.081090000006952,-0.071215120700001,0.064779702109782,0.052075009240074,-0.018238100001327,0.081090000006952,0.081436482203374,0.024113514622823
163645088.703848,-25955.24562,-93075.77953,-4.98987,1.99348,163645088.703847,-25955.2753906,-93075.671875,-5.06139469147,-0.029770599998301,0.107654999999795,-0.071524691470001,0.083978041779059,0.073644932942935,-0.029770599998301,0.107654999999795,0.110392609999956,0.039362710295357
163645088.803848,-25955.9294,-93074.25922,-5.03367,1.99342,163645088.803847,-25955.9707031,-93074.125,-5.10647583008,-0.041303099998913,0.13422000000719,-0.07280583008,0.102549867838061,0.095939976432384,-0.041303099998913,0.13422000000719,0.139351443656713,0.054609747089916
